iteration,best_score,n_evaluations,wind_mw,pv_mw,electrolyzer_mw,n_electrolyzer_units,battery_mw,battery_mwh,battery_duration_h,feasible,agsr,electrolyzer_cf,lcoe_cny_per_kwh,lcoh_cny_per_kg,a,algorithm,seed
10,0.284640268852138,200,137.83658704256717,62.163412957432826,90.0,18,25.0,25.0,1.0,True,0.18958009065383238,0.5974954345080767,0.284640268852138,19.446391575970832,,pso,46
11,0.284640268852138,220,137.83658704256717,62.163412957432826,90.0,18,25.0,25.0,1.0,True,0.18958009065383238,0.5974954345080767,0.284640268852138,19.446391575970832,,pso,46
12,0.284640268852138,240,137.83658704256717,62.163412957432826,90.0,18,25.0,25.0,1.0,True,0.18958009065383238,0.5974954345080767,0.284640268852138,19.446391575970832,,pso,46
13,0.2810680739558966,260,142.65191909225632,57.34808090774368,90.0,18,25.0,25.0,1.0,True,0.19977921732984597,0.5993089430158051,0.2810680739558966,19.448166201685336,,pso,46
14,0.28102794731180664,280,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
15,0.28102794731180664,300,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
16,0.28102794731180664,320,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
17,0.28102794731180664,340,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
18,0.28102794731180664,360,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
19,0.28102794731180664,380,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
20,0.28102794731180664,400,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
21,0.28102794731180664,420,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
22,0.28102794731180664,440,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
23,0.28102794731180664,460,142.55671181366293,57.44328818633707,90.0,18,25.0,25.0,1.0,True,0.19969766935217992,0.5994188939260819,0.28102794731180664,19.443400512330193,,pso,46
24,0.2810095766155975,480,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
25,0.2810095766155975,500,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
26,0.2810095766155975,520,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
27,0.2810095766155975,540,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
28,0.2810095766155975,560,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
29,0.2810095766155975,580,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
30,0.2810095766155975,600,142.5163041776412,57.48369582235881,90.0,18,25.0,25.0,1.0,True,0.19968781997537854,0.5994504769273591,0.2810095766155975,19.441867541121496,,pso,46
1,0.3127964919827006,20,151.11751838046422,48.88248161953578,100.0,20,45.0,90.0,2.0,True,0.15524965527076484,0.573019352920208,0.3127964919827006,20.50880502165948,,pso,47
2,0.29534371474380855,40,123.57960901414576,76.42039098585424,85.0,17,25.0,50.0,2.0,True,0.17749144946439438,0.6111434372276559,0.29534371474380855,19.882203844186886,,pso,47
3,0.2945971893782099,60,154.6204680076278,45.37953199237219,95.0,19,35.0,70.0,2.0,True,0.189878531504896,0.5899036060829231,0.2945971893782099,20.1438707035306,,pso,47
4,0.2937948716013117,80,147.0799696196636,52.920030380336414,90.0,18,30.0,60.0,2.0,True,0.1924319299483782,0.5989963339172377,0.2937948716013117,20.14982762800303,,pso,47
5,0.28969170768785096,100,146.14080307402816,53.859196925971844,90.0,18,25.0,50.0,2.0,True,0.19531492919601146,0.5987669333812141,0.28969170768785096,19.937796508057957,,pso,47
6,0.28969170768785096,120,146.14080307402816,53.859196925971844,90.0,18,25.0,50.0,2.0,True,0.19531492919601146,0.5987669333812141,0.28969170768785096,19.937796508057957,,pso,47
7,0.2844840942548176,140,143.1316609353908,56.86833906460919,90.0,18,20.0,40.0,2.0,True,0.19750828131649178,0.6006875069204926,0.2844840942548176,19.6290024326367,,pso,47
8,0.2844840942548176,160,143.1316609353908,56.86833906460919,90.0,18,20.0,40.0,2.0,True,0.19750828131649178,0.6006875069204926,0.2844840942548176,19.6290024326367,,pso,47
9,0.2844840942548176,180,143.1316609353908,56.86833906460919,90.0,18,20.0,40.0,2.0,True,0.19750828131649178,0.6006875069204926,0.2844840942548176,19.6290024326367,,pso,47
10,0.2844737731423566,200,143.10666666037213,56.89333333962787,90.0,18,20.0,40.0,2.0,True,0.19743122768792343,0.6007575110084705,0.2844737731423566,19.62640124638853,,pso,47
11,0.2844737731423566,220,143.10666666037213,56.89333333962787,90.0,18,20.0,40.0,2.0,True,0.19743122768792343,0.6007575110084705,0.2844737731423566,19.62640124638853,,pso,47
12,0.2843640857932628,240,142.85677420224732,57.14322579775268,90.0,18,20.0,40.0,2.0,True,0.1971954831558808,0.6010719003751918,0.2843640857932628,19.61299907262273,,pso,47
13,0.2843640857932628,260,142.85677420224732,57.14322579775268,90.0,18,20.0,40.0,2.0,True,0.1971954831558808,0.6010719003751918,0.2843640857932628,19.61299907262273,,pso,47
14,0.2842390654002976,280,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
15,0.2842390654002976,300,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
16,0.2842390654002976,320,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
17,0.2842390654002976,340,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
18,0.2842390654002976,360,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
19,0.2842390654002976,380,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
20,0.2842390654002976,400,142.57832616373426,57.42167383626574,90.0,18,20.0,40.0,2.0,True,0.1969980850850476,0.6013810649190173,0.2842390654002976,19.599422950984764,,pso,47
21,0.2842162750402303,420,142.52466778220634,57.475332217793664,90.0,18,20.0,40.0,2.0,True,0.19695203346739013,0.6014432761043204,0.2842162750402303,19.596722556238447,,pso,47
22,0.2842162750402303,440,142.52466778220634,57.475332217793664,90.0,18,20.0,40.0,2.0,True,0.19695203346739013,0.6014432761043204,0.2842162750402303,19.596722556238447,,pso,47
23,0.2842130718750858,460,142.51712574940478,57.482874250595216,90.0,18,20.0,40.0,2.0,True,0.19694556647194056,0.6014520161309329,0.2842130718750858,19.59634317853612,,pso,47
24,0.2842130718750858,480,142.51712574940478,57.482874250595216,90.0,18,20.0,40.0,2.0,True,0.19694556647194056,0.6014520161309329,0.2842130718750858,19.59634317853612,,pso,47
25,0.28420942217532674,500,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
26,0.28420942217532674,520,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
27,0.28420942217532674,540,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
28,0.28420942217532674,560,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
29,0.28420942217532674,580,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
30,0.28420942217532674,600,142.50853220725054,57.49146779274946,90.0,18,20.0,40.0,2.0,True,0.19693819795137188,0.6014619746910583,0.28420942217532674,19.595910921476495,,pso,47
1,0.294319643872576,20,133.81433603761948,66.18566396238052,85.0,17,35.0,70.0,2.0,True,0.19341358016803087,0.6183271967754442,0.294319643872576,20.209804496217295,,pso,48
2,0.294319643872576,40,133.81433603761948,66.18566396238052,85.0,17,35.0,70.0,2.0,True,0.19341358016803087,0.6183271967754442,0.294319643872576,20.209804496217295,,pso,48
3,0.29142484348701686,60,130.17677631286102,69.82322368713898,85.0,17,40.0,40.0,1.0,True,0.1904276759209296,0.6102653086792207,0.29142484348701686,19.93364078580041,,pso,48
4,0.29142484348701686,80,130.17677631286102,69.82322368713898,85.0,17,40.0,40.0,1.0,True,0.1904276759209296,0.6102653086792207,0.29142484348701686,19.93364078580041,,pso,48
5,0.2886921139053312,100,155.86168632179158,44.13831367820842,95.0,19,40.0,40.0,1.0,True,0.19572790997387352,0.5845140865748811,0.2886921139053312,19.881884501844628,,pso,48
6,0.2873099889849334,120,144.30421337360153,55.69578662639847,90.0,18,40.0,40.0,1.0,True,0.19731848411345823,0.5997018750312028,0.2873099889849334,19.822551109796947,,pso,48
7,0.2851396923360246,140,143.5379777953292,56.4620222046708,90.0,18,35.0,35.0,1.0,True,0.1977381910290531,0.5999675471523647,0.2851396923360246,19.68207853503398,,pso,48
8,0.2831936582760865,160,143.27364479981853,56.72635520018147,90.0,18,30.0,30.0,1.0,True,0.19870807302303295,0.5995447698524035,0.2831936582760865,19.570485705054086,,pso,48
9,0.2831936582760865,180,143.27364479981853,56.72635520018147,90.0,18,30.0,30.0,1.0,True,0.19870807302303295,0.5995447698524035,0.2831936582760865,19.570485705054086,,pso,48
10,0.2831936582760865,200,143.27364479981853,56.72635520018147,90.0,18,30.0,30.0,1.0,True,0.19870807302303295,0.5995447698524035,0.2831936582760865,19.570485705054086,,pso,48
11,0.28305764518670856,220,142.95353897811364,57.04646102188636,90.0,18,30.0,30.0,1.0,True,0.19841535512256828,0.5999290570189336,0.28305764518670856,19.553924152989197,,pso,48
12,0.2830120306788476,240,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
13,0.2830120306788476,260,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
14,0.2830120306788476,280,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
15,0.2830120306788476,300,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
16,0.2830120306788476,320,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
17,0.2830120306788476,340,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
18,0.2830120306788476,360,142.8553480399932,57.1446519600068,90.0,18,30.0,30.0,1.0,True,0.19835863092693226,0.6000324993492135,0.2830120306788476,19.549318544691594,,pso,48
19,0.282907359263168,380,142.61990805284665,57.380091947153346,90.0,18,30.0,30.0,1.0,True,0.19808251748617758,0.6003740187391476,0.282907359263168,19.535239368731265,,pso,48
20,0.2811472570902747,400,142.83486065852054,57.16513934147946,90.0,18,25.0,25.0,1.0,True,0.19996832284481797,0.5990677752878498,0.2811472570902747,19.45829943021482,,pso,48
21,0.2811472570902747,420,142.83486065852054,57.16513934147946,90.0,18,25.0,25.0,1.0,True,0.19996832284481797,0.5990677752878498,0.2811472570902747,19.45829943021482,,pso,48
22,0.28104578823344734,440,142.59904433824403,57.40095566175597,90.0,18,25.0,25.0,1.0,True,0.1997339253371005,0.5993700069737948,0.28104578823344734,19.44551925445631,,pso,48
23,0.28104578823344734,460,142.59904433824403,57.40095566175597,90.0,18,25.0,25.0,1.0,True,0.1997339253371005,0.5993700069737948,0.28104578823344734,19.44551925445631,,pso,48
24,0.28104578823344734,480,142.59904433824403,57.40095566175597,90.0,18,25.0,25.0,1.0,True,0.1997339253371005,0.5993700069737948,0.28104578823344734,19.44551925445631,,pso,48
25,0.28100519709338373,500,142.50590982534902,57.49409017465098,90.0,18,25.0,25.0,1.0,True,0.19967891829966444,0.5994624791361847,0.28100519709338373,19.44134746425784,,pso,48
26,0.28100519709338373,520,142.50590982534902,57.49409017465098,90.0,18,25.0,25.0,1.0,True,0.19967891829966444,0.5994624791361847,0.28100519709338373,19.44134746425784,,pso,48
27,0.2810042828392578,540,142.5037399125742,57.49626008742581,90.0,18,25.0,25.0,1.0,True,0.19967706001645605,0.5994649847032009,0.2810042828392578,19.441238896250226,,pso,48
28,0.2810042828392578,560,142.5037399125742,57.49626008742581,90.0,18,25.0,25.0,1.0,True,0.19967706001645605,0.5994649847032009,0.2810042828392578,19.441238896250226,,pso,48
29,0.2810042828392578,580,142.5037399125742,57.49626008742581,90.0,18,25.0,25.0,1.0,True,0.19967706001645605,0.5994649847032009,0.2810042828392578,19.441238896250226,,pso,48
30,0.281003694452871,600,142.5023434179007,57.497656582099296,90.0,18,25.0,25.0,1.0,True,0.19967586408146637,0.5994665972154791,0.281003694452871,19.44116902542197,,pso,48
1,0.3287703430274735,20,72.57083845522725,127.42916154477275,80.0,16,20.0,40.0,2.0,True,0.13190472107430926,0.5727188273153321,0.3287703430274735,20.967971794138087,,pso,49
2,0.2932876691021269,40,136.57110395124388,63.428896048756116,85.0,17,30.0,60.0,2.0,True,0.1953357369791199,0.6136183111271971,0.2932876691021269,20.185963409692217,,pso,49
3,0.2932876691021269,60,136.57110395124388,63.428896048756116,85.0,17,30.0,60.0,2.0,True,0.1953357369791199,0.6136183111271971,0.2932876691021269,20.185963409692217,,pso,49
4,0.2858746493184256,80,145.56441242796086,54.43558757203914,90.0,18,20.0,40.0,2.0,True,0.1990111110958577,0.597556537791391,0.2858746493184256,19.762566251612405,,pso,49
5,0.2858746493184256,100,145.56441242796086,54.43558757203914,90.0,18,20.0,40.0,2.0,True,0.1990111110958577,0.597556537791391,0.2858746493184256,19.762566251612405,,pso,49
6,0.2847394296186494,120,153.27651422794065,46.72348577205935,95.0,19,20.0,40.0,2.0,True,0.19682321988092288,0.5868023451635352,0.2847394296186494,19.630990172586593,,pso,49
7,0.2847394296186494,140,153.27651422794065,46.72348577205935,95.0,19,20.0,40.0,2.0,True,0.19682321988092288,0.5868023451635352,0.2847394296186494,19.630990172586593,,pso,49
8,0.2841123352649805,160,117.72274537065712,82.27725462934288,80.0,16,15.0,30.0,2.0,True,0.1997250458898373,0.6234776355299919,0.2841123352649805,19.6509552603596,,pso,49
9,0.2841123352649805,180,117.72274537065712,82.27725462934288,80.0,16,15.0,30.0,2.0,True,0.1997250458898373,0.6234776355299919,0.2841123352649805,19.6509552603596,,pso,49
10,0.2841123352649805,200,117.72274537065712,82.27725462934288,80.0,16,15.0,30.0,2.0,True,0.1997250458898373,0.6234776355299919,0.2841123352649805,19.6509552603596,,pso,49
11,0.2841123352649805,220,117.72274537065712,82.27725462934288,80.0,16,15.0,30.0,2.0,True,0.1997250458898373,0.6234776355299919,0.2841123352649805,19.6509552603596,,pso,49
12,0.28408775807490905,240,132.6696429902746,67.33035700972539,85.0,17,20.0,40.0,2.0,True,0.19953336275768996,0.6153372431013517,0.28408775807490905,19.650486294575074,,pso,49
13,0.28408775807490905,260,132.6696429902746,67.33035700972539,85.0,17,20.0,40.0,2.0,True,0.19953336275768996,0.6153372431013517,0.28408775807490905,19.650486294575074,,pso,49
14,0.28408775807490905,280,132.6696429902746,67.33035700972539,85.0,17,20.0,40.0,2.0,True,0.19953336275768996,0.6153372431013517,0.28408775807490905,19.650486294575074,,pso,49
15,0.28408775807490905,300,132.6696429902746,67.33035700972539,85.0,17,20.0,40.0,2.0,True,0.19953336275768996,0.6153372431013517,0.28408775807490905,19.650486294575074,,pso,49
16,0.28408775807490905,320,132.6696429902746,67.33035700972539,85.0,17,20.0,40.0,2.0,True,0.19953336275768996,0.6153372431013517,0.28408775807490905,19.650486294575074,,pso,49
17,0.2840642976312834,340,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
18,0.2840642976312834,360,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
19,0.2840642976312834,380,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
20,0.2840642976312834,400,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
21,0.2840642976312834,420,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
22,0.2840642976312834,440,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
23,0.2840642976312834,460,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
24,0.2840642976312834,480,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
25,0.2840642976312834,500,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
26,0.2840642976312834,520,132.61547566461326,67.38452433538674,85.0,17,20.0,40.0,2.0,True,0.19948890262008462,0.6154003663187246,0.2840642976312834,19.647767557031415,,pso,49
27,0.2840456021963678,540,132.5722843840156,67.4277156159844,85.0,17,20.0,40.0,2.0,True,0.19945342764852703,0.6154506987388781,0.2840456021963678,19.645600122923067,,pso,49
28,0.2840456021963678,560,132.5722843840156,67.4277156159844,85.0,17,20.0,40.0,2.0,True,0.19945342764852703,0.6154506987388781,0.2840456021963678,19.645600122923067,,pso,49
29,0.2840456021963678,580,132.5722843840156,67.4277156159844,85.0,17,20.0,40.0,2.0,True,0.19945342764852703,0.6154506987388781,0.2840456021963678,19.645600122923067,,pso,49
30,0.2840456021963678,600,132.5722843840156,67.4277156159844,85.0,17,20.0,40.0,2.0,True,0.19945342764852703,0.6154506987388781,0.2840456021963678,19.645600122923067,,pso,49
1,0.30202178945617403,20,115.76593445902992,84.23406554097008,85.0,17,35.0,35.0,1.0,True,0.16230657244819716,0.5997757206638288,0.30202178945617403,19.961045430200276,,pso,50
2,0.2893203126405486,40,121.90855887056989,78.09144112943011,80.0,16,30.0,30.0,1.0,True,0.19619574529753464,0.6202718289057929,0.2893203126405486,19.929336632708907,,pso,50
3,0.2893203126405486,60,121.90855887056989,78.09144112943011,80.0,16,30.0,30.0,1.0,True,0.19619574529753464,0.6202718289057929,0.2893203126405486,19.929336632708907,,pso,50
4,0.28882310430481933,80,114.31762954849019,85.68237045150981,80.0,16,25.0,25.0,1.0,True,0.18918197089508093,0.6193744659789159,0.28882310430481933,19.721173072774384,,pso,50
5,0.2870515165937413,100,129.28597593311923,70.71402406688077,85.0,17,30.0,30.0,1.0,True,0.19252081897022025,0.6097830654972931,0.2870515165937413,19.683417044410874,,pso,50
6,0.28644101195455224,120,118.24616753767748,81.75383246232252,80.0,16,30.0,30.0,1.0,True,0.1965325569945945,0.6246733782278225,0.28644101195455224,19.739149020553636,,pso,50
7,0.28644101195455224,140,118.24616753767748,81.75383246232252,80.0,16,30.0,30.0,1.0,True,0.1965325569945945,0.6246733782278225,0.28644101195455224,19.739149020553636,,pso,50
8,0.28475132269439746,160,128.5127447161793,71.4872552838207,85.0,17,25.0,25.0,1.0,True,0.19325247857065217,0.6099119826754819,0.28475132269439746,19.54199679195656,,pso,50
9,0.28475132269439746,180,128.5127447161793,71.4872552838207,85.0,17,25.0,25.0,1.0,True,0.19325247857065217,0.6099119826754819,0.28475132269439746,19.54199679195656,,pso,50
10,0.28475132269439746,200,128.5127447161793,71.4872552838207,85.0,17,25.0,25.0,1.0,True,0.19325247857065217,0.6099119826754819,0.28475132269439746,19.54199679195656,,pso,50
11,0.2845333166729361,220,128.0349397105739,71.9650602894261,85.0,17,25.0,25.0,1.0,True,0.1929345991598687,0.6104268500341331,0.2845333166729361,19.51926117199092,,pso,50
12,0.2823805242435931,240,127.82014725761974,72.17985274238026,85.0,17,20.0,20.0,1.0,True,0.19668289246467704,0.6082425391496507,0.2823805242435931,19.45905622442738,,pso,50
13,0.2823805242435931,260,127.82014725761974,72.17985274238026,85.0,17,20.0,20.0,1.0,True,0.19668289246467704,0.6082425391496507,0.2823805242435931,19.45905622442738,,pso,50
14,0.2823805242435931,280,127.82014725761974,72.17985274238026,85.0,17,20.0,20.0,1.0,True,0.19668289246467704,0.6082425391496507,0.2823805242435931,19.45905622442738,,pso,50
15,0.2823554191349109,300,127.7647066811994,72.2352933188006,85.0,17,20.0,20.0,1.0,True,0.196597613128556,0.6083389767019619,0.2823554191349109,19.455243440374723,,pso,50
16,0.2823554191349109,320,127.7647066811994,72.2352933188006,85.0,17,20.0,20.0,1.0,True,0.196597613128556,0.6083389767019619,0.2823554191349109,19.455243440374723,,pso,50
17,0.28234534071680056,340,127.74197007343659,72.25802992656341,85.0,17,20.0,20.0,1.0,True,0.19658025115553196,0.608364572897551,0.28234534071680056,19.45412633178343,,pso,50
18,0.28227651122959113,360,127.58573984432113,72.41426015567887,85.0,17,20.0,20.0,1.0,True,0.19641508136372923,0.6085745054028882,0.28227651122959113,19.44536473776154,,pso,50
19,0.28227651122959113,380,127.58573984432113,72.41426015567887,85.0,17,20.0,20.0,1.0,True,0.19641508136372923,0.6085745054028882,0.28227651122959113,19.44536473776154,,pso,50
20,0.28227651122959113,400,127.58573984432113,72.41426015567887,85.0,17,20.0,20.0,1.0,True,0.19641508136372923,0.6085745054028882,0.28227651122959113,19.44536473776154,,pso,50
21,0.28226646839997394,420,127.56293981691113,72.43706018308887,85.0,17,20.0,20.0,1.0,True,0.19639753597385537,0.6086001498446671,0.28226646839997394,19.44424610310437,,pso,50
22,0.28226646839997394,440,127.56293981691113,72.43706018308887,85.0,17,20.0,20.0,1.0,True,0.19639753597385537,0.6086001498446671,0.28226646839997394,19.44424610310437,,pso,50
23,0.2822467378073736,460,127.52176325435926,72.47823674564074,85.0,17,20.0,20.0,1.0,True,0.19638586546105788,0.608635505871602,0.2822467378073736,19.442576128129218,,pso,50
24,0.28224315298063013,480,127.51362407384251,72.48637592615749,85.0,17,20.0,20.0,1.0,True,0.19637961151679975,0.6086446539570627,0.28224315298063013,19.442177075314493,,pso,50
25,0.2822405396744963,500,127.50769061124579,72.49230938875421,85.0,17,20.0,20.0,1.0,True,0.19637505244826053,0.6086513229113637,0.2822405396744963,19.441886173372424,,pso,50
26,0.2822386345916298,520,127.50336511701279,72.49663488298721,85.0,17,20.0,20.0,1.0,True,0.19637172891749408,0.608656184579049,0.2822386345916298,19.441674109874157,,pso,50
27,0.2822372457954161,540,127.50021183171692,72.49978816828308,85.0,17,20.0,20.0,1.0,True,0.1963693060796139,0.6086597287347917,0.2822372457954161,19.441519517718916,,pso,50
28,0.2822372457954161,560,127.50021183171692,72.49978816828308,85.0,17,20.0,20.0,1.0,True,0.1963693060796139,0.6086597287347917,0.2822372457954161,19.441519517718916,,pso,50
29,0.2822372457954161,580,127.50021183171692,72.49978816828308,85.0,17,20.0,20.0,1.0,True,0.1963693060796139,0.6086597287347917,0.2822372457954161,19.441519517718916,,pso,50
30,0.2822372457954161,600,127.50021183171692,72.49978816828308,85.0,17,20.0,20.0,1.0,True,0.1963693060796139,0.6086597287347917,0.2822372457954161,19.441519517718916,,pso,50
1,0.30282512168376735,20,111.21151336486639,88.78848663513361,80.0,16,45.0,45.0,1.0,True,0.1739071982210697,0.6167083809025072,0.30282512168376735,20.298038088383244,,pso,51
2,0.288448089576393,40,118.2951036584749,81.7048963415251,80.0,16,35.0,35.0,1.0,True,0.1952741695413854,0.6254395142579791,0.288448089576393,19.847358039549686,,pso,51
3,0.288448089576393,60,118.2951036584749,81.7048963415251,80.0,16,35.0,35.0,1.0,True,0.1952741695413854,0.6254395142579791,0.288448089576393,19.847358039549686,,pso,51
4,0.28681017775273315,80,131.30539326830046,68.69460673169954,85.0,17,25.0,25.0,1.0,True,0.19335111283618886,0.6065737051221157,0.28681017775273315,19.68632450834256,,pso,51
5,0.28533157658717495,100,120.04519711637697,79.95480288362303,80.0,16,25.0,25.0,1.0,True,0.19908992749480517,0.6217320750725625,0.28533157658717495,19.724581138278275,,pso,51
6,0.283408095380169,120,130.01026658383148,69.98973341616852,85.0,17,20.0,20.0,1.0,True,0.1984898645834059,0.6055478415298546,0.283408095380169,19.57454143104828,,pso,51
7,0.283408095380169,140,130.01026658383148,69.98973341616852,85.0,17,20.0,20.0,1.0,True,0.1984898645834059,0.6055478415298546,0.283408095380169,19.57454143104828,,pso,51
8,0.283408095380169,160,130.01026658383148,69.98973341616852,85.0,17,20.0,20.0,1.0,True,0.1984898645834059,0.6055478415298546,0.283408095380169,19.57454143104828,,pso,51
9,0.283408095380169,180,130.01026658383148,69.98973341616852,85.0,17,20.0,20.0,1.0,True,0.1984898645834059,0.6055478415298546,0.283408095380169,19.57454143104828,,pso,51
10,0.283408095380169,200,130.01026658383148,69.98973341616852,85.0,17,20.0,20.0,1.0,True,0.1984898645834059,0.6055478415298546,0.283408095380169,19.57454143104828,,pso,51
11,0.2823297017689678,220,127.70647688113331,72.29352311886669,85.0,17,20.0,20.0,1.0,True,0.196508017192912,0.608438690186881,0.2823297017689678,19.451290514652687,,pso,51
12,0.2823297017689678,240,127.70647688113331,72.29352311886669,85.0,17,20.0,20.0,1.0,True,0.196508017192912,0.608438690186881,0.2823297017689678,19.451290514652687,,pso,51
13,0.2823297017689678,260,127.70647688113331,72.29352311886669,85.0,17,20.0,20.0,1.0,True,0.196508017192912,0.608438690186881,0.2823297017689678,19.451290514652687,,pso,51
